address,total_contribution,contribution_count,unique_clusters,first_contribution,last_contribution,contribution_percentile,amount,contract_address
0x000000000004444c5dc75cb358380d2e3de08a90,,,,,,,38231347564099,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x0000005d3584925bfe774d112b623469533d1655,,,,,,,0,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x000250150f8fc5030700090ac5f9006fa3a40134,,,,,,,156598164751274082304,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00057f91e1bde9967a8d8e124bde9cd7b17d40c9,,,,,,,353993958926,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x000a99532e11ad7b06c26ceade3655ed64f68467,,,,,,,19467598428970,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x000d0cfc0dc5a23576dfe846585fc7c5aa334eca,,,,,,,127902973275693056,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x003264144e0687a1544438b0d80a97c989a492f2,,,,,,,94186575340523,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x0033c6f31cbd8b84795b35f607c75b03dd114175,,,,,,,15841229661976,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x003e951f051e481f9ef7185afe53cb2084607438,,,,,,,0,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x008ee6e633bd28c486bc79b04745627a1eb8f67f,,,,,,,0,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00bae9d5026fe5fc6a47beebe6c0c672a796e093,,,,,,,82746087899149,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00bd68552c259a43bbbe0bea5c37fbee8bd51f81,,,,,,,112039088000345,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00d3976eea8a17dd0088355c84b4048f6f0d1641,,,,,,,2566456202219,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00d62617ad2059fc99f0d6692c48dcf13e94ea82,,,,,,,92232533323832,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x00db9d455404b9288a453ac90f6d8ead51f2e32c,,,,,,,280894206408449,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x010a0d6f6dd0da242faaafed264483bd2ba360de,,,,,,,81939187834133,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x010bb700d230644a0da1c90e1874d312fbe28612,,,,,,,33662048868496834560,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x0114dce242d65bd31542b36b59eccf7e3b0fd836,,,,,,,0,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x0116ce688b93c6adde05aab9b31cf14284304227,,,,,,,128440336105344000,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x01465c48e8e8418333bae1d22b9da33c17451679,,,,,,,87879000303588,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x014b14c769329556a8e814e40cf41f8d56d75fe1,,,,,,,211237971840848,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x014cae32236468fe41384c1545a356d9c2a8641e,,,,,,,129332626305848,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
0x01703fbcfaa389b50284bb653ffd75fdab23dd4b,,,,,,,43806752417196,0x60Ad9175C9B8E4Fa28d573F9D465416cb8dc7908
