address,total_contribution,contribution_count,unique_clusters,first_contribution,last_contribution,contribution_percentile,amount,contract_address,claimed,claimed_amount
0x03bc223253fa9f8d257dfec6d8c9d59a6f26548a,,,,,,,42130603917590672,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x03d825a2ad0534e39ec7e72e659ad520e9130d98,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x03fafe1022ee34a2d2f72884244cd093075c4945,,,,,,,89094998095537,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0418cabde990628b133f185ab5eba2d8b4130191,,,,,,,428944056400619,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x04206cb7239af7c11f40133ae3d97d2a4eeeb5ed,,,,,,,9502093218630,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0423601d4c5f782754a45dfa60a6210e9e3f70b1,,,,,,,6394104220726827520,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x042440ea217f3b262f4dd6a6dc1b77562f98a351,,,,,,,87915542069729,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x042c03a373636693ff4f840ff27ea4a05372420b,,,,,,,5128100181709474304,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0438cdd88aec2e43899ec7301b0b14b7f4959ba4,,,,,,,27746192318436,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x043f8524f87efb25990b65ff4918f9128acf742e,,,,,,,82759900142309629952,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0469d487358fed83e13b5f9a0801d0b912f1a0fb,,,,,,,877446097522648,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0478faa792e45d7a3a273c081e25e550f0e12c51,,,,,,,88099251712520,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x048a1648f5b4610a5faa9dc429c03116a49b12d9,,,,,,,114639113638320,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0496f468498c10977015ce65ffb0398989b639d1,,,,,,,42947415268948905984,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x049808d5eaa90a2665b9703d2246dded34f1eb73,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x04b04aabec172c1684a9803cdbdfe72433df689a,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x04b126831f78534d061d0ddf6c33a779f91aa3de,33378.994895,2.0,1.0,2025-06-02 00:00:00,2025-06-02 00:00:00,0.3611111111111111,4952038396112205824,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x04e2454dcc15743ced97ccf87f25663932507ca9,,,,,,,16644305577134,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x04f4caa7548fb57a4a9dc7bd0567da3a40dda6d9,,,,,,,831432609446855424,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0507ddae04044158a03315b4791e1bb189c43e1e,,,,,,,96161889485728,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0508fbe4d6b92f3b647f54229668d76bf715fb63,,,,,,,89865060025508,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0510f94ab1f1e3a642ecf04e4507396274a61115,,,,,,,76874281844105168,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x051a3190c9342211eb311723b23b8c7cbd7b5a5d,,,,,,,5147942506238543840,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,66953524819326240256
0x051a3190c9342211eb311723b23b8c7cbd7b5a5d,,,,,,,5147942506238543840,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,63323202581487767552
0x051a3190c9342211eb311723b23b8c7cbd7b5a5d,,,,,,,5147942506238543840,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,56859222585007980544
0x05783022615f76de7e887aed81307ae39206aa95,,,,,,,1286782067470781568,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05a07a8b03847926d57f35f2c793b4b83e104c5d,,,,,,,8176383087262909440,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05b1abeae68d396756037f80316b1a492bd4188e,,,,,,,74246576589429,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05bb6645dde96ea7d29f8ec93cffa4efa12fbd42,,,,,,,5888373144384151552,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05c8d482b07954916d066c3fd0668ed00d6561ee,,,,,,,140498070652188896,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05ca82f89f662962018130cd0707d12c73ab62d4,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05e12a9ac73866d33d1ac754239c632621bc4384,,,,,,,1698695322065133824,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05e22156054b86b257622edea814d48d2626ce26,,,,,,,10231396719322,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05e69195ef0290105e552cfa4bb8ee987651350c,,,,,,,1300065018438896,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x05fc8144eedd942d07ccc4fd24794415424d5a1f,,,,,,,10044668066773183488,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x063882309dff155ad967bcf08db42e0ee799b602,,,,,,,24478579477475130112,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,247456910246891802624
0x063882309dff155ad967bcf08db42e0ee799b602,,,,,,,24478579477475130112,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,227911292345241698304
0x063882309dff155ad967bcf08db42e0ee799b602,,,,,,,24478579477475130112,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,199746344203544788992
0x0639b3860b65f7513aa32b28b394bf7c3ae895e1,,,,,,,347356443712256,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x06424e61d31f02c2af9c673005f02afa8c213e44,,,,,,,38601885733780392,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0646108eb63b436ca9259219e0d1b7cee1b63331,,,,,,,42411905995711280,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0661dfd72c155f27f047a7ce190c48dd7bd1835d,,,,,,,956738398057733,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0665d7782d9d5a123ac67ed1a629307bcd43236e,,,,,,,327798392563495,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x067adbab7b27f9a1556436d38de21a3318121049,,,,,,,15968849765718633712,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,136780382838986141696
0x067adbab7b27f9a1556436d38de21a3318121049,,,,,,,15968849765718633712,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,123235815092721532928
0x06a2b9f378a0a25b70027d2f730278154406582e,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x06b44aa25a2f7ab692086772fdd1d3adbdb4d0e0,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x06cf539ca1df5ede59ee81fe924f4469b50305af,,,,,,,53056235148505,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x06e124df32d6ae6b66810b342351caea53e63377,,,,,,,42574599258067320832,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x06ec79c32ac28a71623926e8c4da1a695e821156,,,,,,,510648411441710016,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07114a4b8e2b8b036913b09ede519bb1484cfced,,,,,,,2114333290817840384,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07358c66e3fb7b8d973d5a36372e95b714f1ce8e,,,,,,,114803432342449,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x073be86d6cf0a64acf4a67e302d021a2dd4bba02,,,,,,,85119116629511020544,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0750cc7e3d7883c5c21f907da3ce2a94bb3ea880,,,,,,,309018108299207,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x078b0b48afca88a54aff387da0b4647f0207f93b,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0794a9016338fc37fdd4065513a904f53ed1a288,,,,,,,200390058100604,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x079ac41c57508cd7f29c2cbba191fb851da304e8,,,,,,,427565787777827,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07a81a8dd5b07245d60b4e45ded429e833d5a9dd,,,,,,,86936112242598,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07afcb560ce3646f5cbe176f2e4b684d6a33f208,,,,,,,132719652064816784,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07c7a5905f877d42395b730a815d4a90c9335241,868014.1200000001,1.0,1.0,2025-06-02 00:00:00,2025-06-02 00:00:00,0.8055555555555556,,,False,
0x07e3d4a95f31dc04e2d310998402c32282752a60,,,,,,,200270517119050,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x07e77fa8521cea90cb532fa3d4f2f76b37cb005a,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0812f6d3a6b2c679a44b5dfa11f2fe338794d75b,,,,,,,420626117322181181440,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x082a7114ceaf2f1853a6065efed4599e2ffd448b,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x082ca0930073e2ef45cf1840632d527a27e5499f,,,,,,,93843577975530,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x08383e1cd9daff7ed347c60c20376217634070d4,,,,,,,437626012269386816,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x085cb649bf48aa15064811322a5e26f54aeaf0db,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x087c4e8d89c9697bcc8a7b5a2e23f34477b9e7f2,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x087c7579d50ebbd8f34a2a7e2f060ad4f1fa6b74,,,,,,,118917623859651584,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x088144d566390a148a649b7906c3ef8021e129a3,,,,,,,94364030487592320,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x08d769167f3e84a21b46b34540bae57c4d08c3a3,,,,,,,90257457412477,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x08de199e15945d67d9400e5f1500dbf4ba641afd,,,,,,,4209694046461173248,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09058e7040c1e2d6e5788238737d91d144e0033c,,,,,,,4219384112410504704,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x090c82346653b767bdae1f52082e7ed1f964ad58,,,,,,,17587372116160588,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0927830a0cb5d4541cda20d16a97f25af73b971a,,,,,,,94401402101086,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09380c3738d7fe534fad77065c656f308cca8d77,,,,,,,177651042619980304,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x093b8785454b438a9bd4936d22039d8b7d3ff367,,,,,,,144593482090877,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x093c6bc6292d3375bbc66b2ec471856c6acabe32,,,,,,,1276702090209037184,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0940fabd511962876f3bbd8bd4e657bf47378a86,,,,,,,106653766135428,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x096bd65be9da324ff054486bdeef8f43531383d6,,,,,,,1284668307062465,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x099e4638e85f34087ede6121ce7b67f61e4fa27f,,,,,,,11775237078151544832,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09b6c73b60afe7893bd40d2b098b9d30497e51c1,,,,,,,4211248614957394944,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09cbd627b39410dd82654f96d65002f3fabb4b20,,,,,,,2131758331660810752,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09cf30aaedeb144c6caf6f135d4582945b4191b7,,,,,,,186942466601741,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09e5c7ef85bdb38ca1538dffa462bd1fe7d114a5,,,,,,,14958605752238,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x09f3c18f669d7384b8cabb3cfe1f289eabfa166f,,,,,,,105602110264294,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0a6bf6dd4d2a2bbccab4b006e4d2efa82b329856,,,,,,,88673927145112,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0a709a544ec4d0822c9e583fa31bdae88b1b175f,,,,,,,110514996362386,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0a74d3bd08f8627c93ff94d83b34c500e5d8c125,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0a893d8f76e6e874268c3d75096b01727410f03b,,,,,,,5133662930304313856,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0a93f3372087ffec3934da8a0f2fe9961cec5606,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0aa3d68311c993b494877f19055b7c62b63e32dd,,,,,,,326342961981261,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0aaef336811136c176100092e24cee3794389b19,,,,,,,8020893446807153664,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0adedda72e3b43719bc525e4e4be0720d7fa3de6,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b1f9aaa9cc2c36e9eead3228c3a985748242185,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,136780382838986141696
0x0b1f9aaa9cc2c36e9eead3228c3a985748242185,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,123235815092721526784
0x0b1f9aaa9cc2c36e9eead3228c3a985748242185,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,105756052828189753344
0x0b2fc4fa7a66aa0e8bcbb398338440a9d1f8e504,,,,,,,1829052739497,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b33986b567eb0a30f98dd168e4557cf6ee91cd6,,,,,,,22460355489267,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b47b8a7ae9aced97e58f032da842ccac2b9b7bd,,,,,,,128678223392171856,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b4d26b31d636b8fd2809e1c0803e0750c83274d,,,,,,,15968849765718659072,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b568eca95ec8d49d6a178d11efb4aa441ee062f,,,,,,,3728483939107528192,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0b860ae8c56d59da36e419fd04f6eb6aac054cc7,,,,,,,90092233722568920,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0ba57aa1f921f8c0f64691d8390cea220b75d194,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0bc3f01c8f82d728e74862b220ea868dc8dd68fa,,,,,,,131809704300826,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0bc7fcf4bf885259dc09b20418b2353e15ff9646,,,,,,,88168846023645,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0be5149120375a4b5ba59352d55173c9b0283c3d,,,,,,,42890993395919056,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0bf02c5f9d472ec47248825f84de25c1bd813f67,,,,,,,644667670784897600,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0bf845c266decde18ca78b28d3ab5b45124612fe,,,,,,,114975295965085,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0c0dac06bdce8cb9eed7da276815cf43f739d9f7,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0c54e86d86b37f23c7ba03f69e0be49e017f93de,,,,,,,24485943730488892,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0c63cc66a0bcd6161742dbe67c6422e49d6bd3b6,,,,,,,101118944176099,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0c83eae1fe72c390a02e426572854931eeff93ba,831920866.0107547,13.0,13.0,2025-06-02 00:00:00,2025-06-02 00:00:00,1.0,123422052820089186749184,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,1322972451777000207548416
0x0c83eae1fe72c390a02e426572854931eeff93ba,831920866.0107547,13.0,13.0,2025-06-02 00:00:00,2025-06-02 00:00:00,1.0,123422052820089186749184,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,1164166685288891051671552
0x0c83eae1fe72c390a02e426572854931eeff93ba,831920866.0107547,13.0,13.0,2025-06-02 00:00:00,2025-06-02 00:00:00,1.0,123422052820089186749184,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,1039834161792164305043456
0x0c8d48fdba64218e6a23c5c5e55e5af24194db42,,,,,,,2138071857192549888,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0c8f3e3912f35a59ffddc9ff1abb8fafc89b29de,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,136780382838986141696
0x0c8f3e3912f35a59ffddc9ff1abb8fafc89b29de,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,123235815092721526784
0x0c8f3e3912f35a59ffddc9ff1abb8fafc89b29de,,,,,,,15968849765718639344,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,True,105756052828189753344
0x0cb35864362f44217bbbb010e7ebfc16324b7baa,,,,,,,3703533277032,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0cb45ab708063c3863e9f1b76597a0ee4546be1e,,,,,,,420446949703490797568,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0cb5d3dc004b0c9e14d13ed9cc94c2fd219223cb,,,,,,,42711351225616124,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0cd2dc9464fbd494b194b1314fbf6f1ef51e4880,,,,,,,479068133512050048,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0cda480b9d6500743756240250c19a4dc1cd4ea0,,,,,,,109990527378131168,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0ce215831bf619c7fe26a639dfc74ed722d1472c,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
0x0cf38d7d713db7bc9acf993e23b03f081eecbad9,,,,,,,0,0x720e17a8DB2D3c1D3E7e9d28201667E9a7A62AFE,False,
